nohup: ignoring input
>> host monitor: 8 cores, interval=2.0s, duration=7200.0s
>> time      cpu_total%  (of 800)  cores_busy  ram_used_mb  ram%
>> 11:01:48      798   ( 8.0 cores)    8/8         8561      27%
>> 11:01:50      797   ( 8.0 cores)    8/8         8552      27%
>> 11:01:52      800   ( 8.0 cores)    8/8         8559      27%
>> 11:01:54      798   ( 8.0 cores)    8/8         8551      27%
>> 11:01:56      798   ( 8.0 cores)    8/8         8553      27%
>> 11:01:58      796   ( 8.0 cores)    8/8         8551      27%
>> 11:02:00      798   ( 8.0 cores)    8/8         8549      27%
>> 11:02:02      797   ( 8.0 cores)    8/8         8566      27%
>> 11:02:04      798   ( 8.0 cores)    8/8         8556      27%
>> 11:02:06      799   ( 8.0 cores)    8/8         8554      27%
>> 11:02:08      800   ( 8.0 cores)    8/8         8555      27%
>> 11:02:10      799   ( 8.0 cores)    8/8         8568      27%
>> 11:02:12      798   ( 8.0 cores)    8/8         8573      27%
>> 11:02:14      799   ( 8.0 cores)    8/8         8556      27%
>> 11:02:16      798   ( 8.0 cores)    8/8         8552      27%
>> 11:02:18      797   ( 8.0 cores)    8/8         8553      27%
>> 11:02:20      799   ( 8.0 cores)    8/8         8560      27%
>> 11:02:22      799   ( 8.0 cores)    8/8         8704      28%
>> 11:02:24      799   ( 8.0 cores)    8/8         8553      27%
>> 11:02:26      798   ( 8.0 cores)    8/8         8548      27%
>> 11:02:28      798   ( 8.0 cores)    8/8         8554      27%
>> 11:02:30      800   ( 8.0 cores)    8/8         8558      27%
>> 11:02:32      799   ( 8.0 cores)    8/8         8561      27%
>> 11:02:34      800   ( 8.0 cores)    8/8         8558      27%
>> 11:02:36      799   ( 8.0 cores)    8/8         8581      27%
>> 11:02:38      797   ( 8.0 cores)    8/8         8567      27%
>> 11:02:40      800   ( 8.0 cores)    8/8         8557      27%
>> 11:02:42      797   ( 8.0 cores)    8/8         8560      27%
>> 11:02:44      799   ( 8.0 cores)    8/8         8564      27%
>> 11:02:46      800   ( 8.0 cores)    8/8         8566      27%
>> 11:02:48      796   ( 8.0 cores)    8/8         8568      27%
>> 11:02:50      799   ( 8.0 cores)    8/8         8556      27%
>> 11:02:52      799   ( 8.0 cores)    8/8         8564      27%
>> 11:02:54      800   ( 8.0 cores)    8/8         8567      27%
>> 11:02:56      797   ( 8.0 cores)    8/8         8562      27%
>> 11:02:58      797   ( 8.0 cores)    8/8         8554      27%
>> 11:03:00      800   ( 8.0 cores)    8/8         8559      27%
>> 11:03:02      799   ( 8.0 cores)    8/8         8562      27%
>> 11:03:04      798   ( 8.0 cores)    8/8         8561      27%
>> 11:03:06      798   ( 8.0 cores)    8/8         8556      27%
>> 11:03:08      799   ( 8.0 cores)    8/8         8559      27%
>> 11:03:10      798   ( 8.0 cores)    8/8         8561      27%
>> 11:03:12      799   ( 8.0 cores)    8/8         8556      27%
>> 11:03:14      797   ( 8.0 cores)    8/8         8562      27%
>> 11:03:16      799   ( 8.0 cores)    8/8         8569      27%
>> 11:03:18      798   ( 8.0 cores)    8/8         8573      27%
>> 11:03:20      797   ( 8.0 cores)    8/8         8565      27%
>> 11:03:22      799   ( 8.0 cores)    8/8         8557      27%
>> 11:03:24      798   ( 8.0 cores)    8/8         8597      27%
>> 11:03:26      799   ( 8.0 cores)    8/8         8574      27%
>> 11:03:28      799   ( 8.0 cores)    8/8         8577      27%
>> 11:03:30      799   ( 8.0 cores)    8/8         8572      27%
>> 11:03:32      798   ( 8.0 cores)    8/8         8573      27%
>> 11:03:34      800   ( 8.0 cores)    8/8         8575      27%
>> 11:03:36      798   ( 8.0 cores)    8/8         8569      27%
>> 11:03:38      798   ( 8.0 cores)    8/8         8567      27%
>> 11:03:40      799   ( 8.0 cores)    8/8         8578      27%
>> 11:03:42      798   ( 8.0 cores)    8/8         8575      27%
>> 11:03:44      797   ( 8.0 cores)    8/8         8577      27%
>> 11:03:46      799   ( 8.0 cores)    8/8         8579      27%
>> 11:03:48      799   ( 8.0 cores)    8/8         8571      27%
>> 11:03:50      800   ( 8.0 cores)    8/8         8577      27%
>> 11:03:52      798   ( 8.0 cores)    8/8         8576      27%
>> 11:03:54      800   ( 8.0 cores)    8/8         8575      27%
>> 11:03:56      799   ( 8.0 cores)    8/8         8581      27%
>> 11:03:58      798   ( 8.0 cores)    8/8         8562      27%
>> 11:04:00      798   ( 8.0 cores)    8/8         8564      27%
>> 11:04:02      799   ( 8.0 cores)    8/8         8583      27%
>> 11:04:04      799   ( 8.0 cores)    8/8         8583      27%
>> 11:04:06      798   ( 8.0 cores)    8/8         8574      27%
>> 11:04:08      799   ( 8.0 cores)    8/8         8577      27%
>> 11:04:10      798   ( 8.0 cores)    8/8         8581      27%
>> 11:04:12      799   ( 8.0 cores)    8/8         8584      27%
>> 11:04:14      798   ( 8.0 cores)    8/8         8574      27%
>> 11:04:16      800   ( 8.0 cores)    8/8         8571      27%
>> 11:04:18      798   ( 8.0 cores)    8/8         8564      27%
>> 11:04:20      799   ( 8.0 cores)    8/8         8574      27%
>> 11:04:22      798   ( 8.0 cores)    8/8         8576      27%
>> 11:04:24      798   ( 8.0 cores)    8/8         8581      27%
>> 11:04:26      798   ( 8.0 cores)    8/8         8596      27%
>> 11:04:28      798   ( 8.0 cores)    8/8         8823      28%
>> 11:04:30      800   ( 8.0 cores)    8/8         8587      27%
>> 11:04:32      799   ( 8.0 cores)    8/8         8570      27%
>> 11:04:34      799   ( 8.0 cores)    8/8         8577      27%
>> 11:04:36      797   ( 8.0 cores)    8/8         8588      27%
>> 11:04:38      799   ( 8.0 cores)    8/8         8567      27%
>> 11:04:40      800   ( 8.0 cores)    8/8         8570      27%
>> 11:04:42      798   ( 8.0 cores)    8/8         8571      27%
>> 11:04:44      799   ( 8.0 cores)    8/8         8567      27%
>> 11:04:46      799   ( 8.0 cores)    8/8         8566      27%
>> 11:04:48      798   ( 8.0 cores)    8/8         8573      27%
>> 11:04:50      799   ( 8.0 cores)    8/8         8571      27%
>> 11:04:52      800   ( 8.0 cores)    8/8         8570      27%
>> 11:04:54      798   ( 8.0 cores)    8/8         8553      27%
>> 11:04:56      799   ( 8.0 cores)    8/8         8547      27%
>> 11:04:58      799   ( 8.0 cores)    8/8         8558      27%
>> 11:05:00      799   ( 8.0 cores)    8/8         8548      27%
>> 11:05:02      798   ( 8.0 cores)    8/8         8550      27%
>> 11:05:04      798   ( 8.0 cores)    8/8         8562      27%
>> 11:05:06      799   ( 8.0 cores)    8/8         8564      27%
>> 11:05:08      798   ( 8.0 cores)    8/8         8554      27%
>> 11:05:10      799   ( 8.0 cores)    8/8         8559      27%
>> 11:05:12      799   ( 8.0 cores)    8/8         8567      27%
>> 11:05:14      800   ( 8.0 cores)    8/8         8570      27%
>> 11:05:16      798   ( 8.0 cores)    8/8         8558      27%
>> 11:05:18      799   ( 8.0 cores)    8/8         8555      27%
>> 11:05:20      797   ( 8.0 cores)    8/8         8558      27%
>> 11:05:22      798   ( 8.0 cores)    8/8         8554      27%
>> 11:05:24      799   ( 8.0 cores)    8/8         8545      27%
>> 11:05:26      798   ( 8.0 cores)    8/8         8546      27%
>> 11:05:28      799   ( 8.0 cores)    8/8         8548      27%
>> 11:05:30      797   ( 8.0 cores)    8/8         8617      27%
>> 11:05:32      800   ( 8.0 cores)    8/8         8559      27%
>> 11:05:34      799   ( 8.0 cores)    8/8         8572      27%
>> 11:05:36      797   ( 8.0 cores)    8/8         8581      27%
>> 11:05:38      799   ( 8.0 cores)    8/8         8557      27%
>> 11:05:40      799   ( 8.0 cores)    8/8         8563      27%
>> 11:05:42      799   ( 8.0 cores)    8/8         8569      27%
>> 11:05:44      799   ( 8.0 cores)    8/8         8573      27%
>> 11:05:46      799   ( 8.0 cores)    8/8         8578      27%
>> 11:05:48      798   ( 8.0 cores)    8/8         8567      27%
>> 11:05:50      799   ( 8.0 cores)    8/8         8569      27%
>> 11:05:52      797   ( 8.0 cores)    8/8         8565      27%
>> 11:05:54      800   ( 8.0 cores)    8/8         8555      27%
>> 11:05:56      798   ( 8.0 cores)    8/8         8565      27%
>> 11:05:58      800   ( 8.0 cores)    8/8         8557      27%
>> 11:06:00      800   ( 8.0 cores)    8/8         8563      27%
>> 11:06:02      798   ( 8.0 cores)    8/8         8559      27%
>> 11:06:04      798   ( 8.0 cores)    8/8         8559      27%
>> 11:06:06      799   ( 8.0 cores)    8/8         8557      27%
>> 11:06:08      799   ( 8.0 cores)    8/8         8555      27%
>> 11:06:10      798   ( 8.0 cores)    8/8         8564      27%
>> 11:06:12      800   ( 8.0 cores)    8/8         8560      27%
>> 11:06:14      799   ( 8.0 cores)    8/8         8562      27%
>> 11:06:16      799   ( 8.0 cores)    8/8         8547      27%
>> 11:06:18      797   ( 8.0 cores)    8/8         8548      27%
>> 11:06:20      799   ( 8.0 cores)    8/8         8547      27%
>> 11:06:22      799   ( 8.0 cores)    8/8         8560      27%
>> 11:06:24      797   ( 8.0 cores)    8/8         8551      27%
>> 11:06:26      799   ( 8.0 cores)    8/8         8559      27%
>> 11:06:28      799   ( 8.0 cores)    8/8         8560      27%
>> 11:06:30      798   ( 8.0 cores)    8/8         8573      27%
>> 11:06:32      798   ( 8.0 cores)    8/8         8590      27%
>> 11:06:34      800   ( 8.0 cores)    8/8         8804      28%
>> 11:06:36      799   ( 8.0 cores)    8/8         8601      27%
>> 11:06:38      799   ( 8.0 cores)    8/8         8575      27%
>> 11:06:40      800   ( 8.0 cores)    8/8         8576      27%
>> 11:06:42      797   ( 8.0 cores)    8/8         8575      27%
>> 11:06:44      799   ( 8.0 cores)    8/8         8579      27%
>> 11:06:46      799   ( 8.0 cores)    8/8         8578      27%
>> 11:06:48      799   ( 8.0 cores)    8/8         8577      27%
>> 11:06:50      800   ( 8.0 cores)    8/8         8586      27%
>> 11:06:52      797   ( 8.0 cores)    8/8         8576      27%
>> 11:06:54      799   ( 8.0 cores)    8/8         8563      27%
>> 11:06:56      799   ( 8.0 cores)    8/8         8569      27%
>> 11:06:58      798   ( 8.0 cores)    8/8         8577      27%
>> 11:07:00      798   ( 8.0 cores)    8/8         8582      27%
>> 11:07:02      798   ( 8.0 cores)    8/8         8577      27%
>> 11:07:04      799   ( 8.0 cores)    8/8         8576      27%
>> 11:07:06      798   ( 8.0 cores)    8/8         8568      27%
>> 11:07:08      799   ( 8.0 cores)    8/8         8571      27%
>> 11:07:10      798   ( 8.0 cores)    8/8         8575      27%
>> 11:07:12      799   ( 8.0 cores)    8/8         8574      27%
>> 11:07:14      800   ( 8.0 cores)    8/8         8572      27%
>> 11:07:16      799   ( 8.0 cores)    8/8         8566      27%
>> 11:07:18      798   ( 8.0 cores)    8/8         8583      27%
>> 11:07:20      799   ( 8.0 cores)    8/8         8587      27%
>> 11:07:22      798   ( 8.0 cores)    8/8         8581      27%
>> 11:07:24      799   ( 8.0 cores)    8/8         8578      27%
>> 11:07:26      798   ( 8.0 cores)    8/8         8588      27%
>> 11:07:28      799   ( 8.0 cores)    8/8         8588      27%
>> 11:07:30      800   ( 8.0 cores)    8/8         8583      27%
>> 11:07:32      797   ( 8.0 cores)    8/8         8582      27%
>> 11:07:34      800   ( 8.0 cores)    8/8         8569      27%
>> 11:07:36      796   ( 8.0 cores)    8/8         8537      27%
>> 11:07:38      799   ( 8.0 cores)    8/8         8553      27%
>> 11:07:40      800   ( 8.0 cores)    8/8         8556      27%
>> 11:07:42      800   ( 8.0 cores)    8/8         8559      27%
>> 11:07:44      800   ( 8.0 cores)    8/8         8565      27%
>> 11:07:46      797   ( 8.0 cores)    8/8         8562      27%
>> 11:07:48      798   ( 8.0 cores)    8/8         8564      27%
>> 11:07:50      800   ( 8.0 cores)    8/8         8561      27%
>> 11:07:52      799   ( 8.0 cores)    8/8         8571      27%
>> 11:07:54      800   ( 8.0 cores)    8/8         8562      27%
>> 11:07:56      797   ( 8.0 cores)    8/8         8562      27%
>> 11:07:58      800   ( 8.0 cores)    8/8         8558      27%
>> 11:08:00      800   ( 8.0 cores)    8/8         8546      27%
>> 11:08:02      797   ( 8.0 cores)    8/8         8550      27%
>> 11:08:04      800   ( 8.0 cores)    8/8         8558      27%
>> 11:08:06      800   ( 8.0 cores)    8/8         8549      27%
>> 11:08:08      800   ( 8.0 cores)    8/8         8559      27%
>> 11:08:10      800   ( 8.0 cores)    8/8         8562      27%
>> 11:08:12      799   ( 8.0 cores)    8/8         8562      27%
>> 11:08:14      800   ( 8.0 cores)    8/8         8563      27%
>> 11:08:16      799   ( 8.0 cores)    8/8         8562      27%
>> 11:08:18      800   ( 8.0 cores)    8/8         8539      27%
>> 11:08:20      799   ( 8.0 cores)    8/8         8549      27%
>> 11:08:22      800   ( 8.0 cores)    8/8         8551      27%
>> 11:08:24      799   ( 8.0 cores)    8/8         8552      27%
>> 11:08:26      799   ( 8.0 cores)    8/8         8544      27%
>> 11:08:28      800   ( 8.0 cores)    8/8         8538      27%
>> 11:08:30      799   ( 8.0 cores)    8/8         8537      27%
>> 11:08:32      800   ( 8.0 cores)    8/8         8539      27%
>> 11:08:34      799   ( 8.0 cores)    8/8         8549      27%
>> 11:08:36      799   ( 8.0 cores)    8/8         8550      27%
>> 11:08:38      800   ( 8.0 cores)    8/8         8544      27%
>> 11:08:40      799   ( 8.0 cores)    8/8         8549      27%
>> 11:08:42      800   ( 8.0 cores)    8/8         8546      27%
>> 11:08:44      799   ( 8.0 cores)    8/8         8550      27%
>> 11:08:46      800   ( 8.0 cores)    8/8         8547      27%
>> 11:08:48      800   ( 8.0 cores)    8/8         8553      27%
>> 11:08:50      798   ( 8.0 cores)    8/8         8546      27%
>> 11:08:52      800   ( 8.0 cores)    8/8         8541      27%
>> 11:08:54      799   ( 8.0 cores)    8/8         8550      27%
>> 11:08:56      800   ( 8.0 cores)    8/8         8552      27%
>> 11:08:58      799   ( 8.0 cores)    8/8         8546      27%
>> 11:09:00      799   ( 8.0 cores)    8/8         8543      27%
>> 11:09:02      794   ( 7.9 cores)    8/8         8545      27%
>> 11:09:04      438   ( 4.4 cores)    2/8         8570      27%
>> 11:09:06      800   ( 8.0 cores)    8/8         8575      27%
>> 11:09:08      800   ( 8.0 cores)    8/8         8573      27%
>> 11:09:10      797   ( 8.0 cores)    8/8         8564      27%
>> 11:09:12      799   ( 8.0 cores)    8/8         8569      27%
>> 11:09:14      800   ( 8.0 cores)    8/8         8575      27%
>> 11:09:16      797   ( 8.0 cores)    8/8         8582      27%
>> 11:09:18      799   ( 8.0 cores)    8/8         8586      27%
>> 11:09:20      800   ( 8.0 cores)    8/8         8582      27%
>> 11:09:22      799   ( 8.0 cores)    8/8         8585      27%
>> 11:09:24      799   ( 8.0 cores)    8/8         8596      27%
>> 11:09:26      799   ( 8.0 cores)    8/8         8584      27%
>> 11:09:28      800   ( 8.0 cores)    8/8         8585      27%
>> 11:09:30      798   ( 8.0 cores)    8/8         8586      27%
>> 11:09:32      800   ( 8.0 cores)    8/8         8495      27%
>> 11:09:34      798   ( 8.0 cores)    8/8         8487      27%
>> 11:09:36      800   ( 8.0 cores)    8/8         8485      27%
>> 11:09:38      799   ( 8.0 cores)    8/8         8477      27%
>> 11:09:40      800   ( 8.0 cores)    8/8         8493      27%
>> 11:09:42      798   ( 8.0 cores)    8/8         8638      28%
>> 11:09:44      800   ( 8.0 cores)    8/8         8492      27%
>> 11:09:46      800   ( 8.0 cores)    8/8         8472      27%
>> 11:09:48      798   ( 8.0 cores)    8/8         8471      27%
>> 11:09:50      799   ( 8.0 cores)    8/8         8477      27%
>> 11:09:52      800   ( 8.0 cores)    8/8         8470      27%
>> 11:09:54      798   ( 8.0 cores)    8/8         8463      27%
>> 11:09:56      800   ( 8.0 cores)    8/8         8455      27%
>> 11:09:58      799   ( 8.0 cores)    8/8         8457      27%
>> 11:10:00      798   ( 8.0 cores)    8/8         8468      27%
>> 11:10:02      800   ( 8.0 cores)    8/8         8449      27%
>> 11:10:04      800   ( 8.0 cores)    8/8         8464      27%
>> 11:10:06      800   ( 8.0 cores)    8/8         8462      27%
>> 11:10:08      798   ( 8.0 cores)    8/8         8465      27%
>> 11:10:10      799   ( 8.0 cores)    8/8         8453      27%
>> 11:10:12      800   ( 8.0 cores)    8/8         8466      27%
>> 11:10:14      799   ( 8.0 cores)    8/8         8469      27%
>> 11:10:16      800   ( 8.0 cores)    8/8         8471      27%
>> 11:10:18      800   ( 8.0 cores)    8/8         8467      27%
>> 11:10:20      800   ( 8.0 cores)    8/8         8482      27%
>> 11:10:22      800   ( 8.0 cores)    8/8         8471      27%
